Title,URL,Category,Sub-Category,Level,Skills,Site
MATLAB Programming for Engineers and Scientists Specialization,https://www.coursera.org/specializations/matlab-programming-engineers-scientists,Computer Science,Software Development,,"Matlab, Data Analysis, Object-Oriented Programming (OOP), Image Processing, Computer Programming, Problem Solving, Programming Language, ",Coursera
Design Thinking Specialization,https://www.coursera.org/specializations/uva-darden-design-thinking,Business,Leadership and Management,,"Creativity, Strategic Thinking, Design Thinking, Innovation Management, Innovation, ",Coursera
Architecting with Google Kubernetes Engine Specialization,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Information Technology,Cloud Computing,,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",Coursera
Security in Google Cloud Specialization,https://www.coursera.org/specializations/security-google-cloud-platform,Information Technology,Security,,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",Coursera
Leading People and Teams Specialization,https://www.coursera.org/specializations/leading-teams,Business,Leadership and Management,,"Vision Alignment, Talent Management, Goals and Rewards, Motivate Employees, Leadership, goal setting, Communication, Leadership Development, Onboarding, Coaching, Recruitment, Management, ",Coursera
Coding for Everyone: C and C++ Specialization,https://www.coursera.org/specializations/coding-for-everyone,Computer Science,Software Development,,"Algorithms, C Programming, Coding, C++, Computer Programming, Graph Theory, C++11, Graph Algorithms, Standard Template Library, ",Coursera
Developing Applications with Google Cloud Specialization,https://www.coursera.org/specializations/developing-apps-gcp,Computer Science,Software Development,,"Debugging, Google Cloud Platform, Cloud Storage, Application development, Cloud Computing, Google Compute Engine, Google App Engine (GAE), Data Store, Application Programming Interfaces (API), Cloud Functions, Identity Management (IDM), Cloud Endpoints, ",Coursera
Real-World Product Management Specialization,https://www.coursera.org/specializations/real-world-product-management,Computer Science,Design and Product,,"PM Interviewing, Real-World Examples, Product Management, Real-World Assignments, Technology Leadership, Go-to-market Strategy, Product/Market Fit, Tech Leadership, B2B Sales, Monetization Strategy, A/B/n testing, Customer Retention, ",Coursera
Pricing Strategy Optimization Specialization,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,Business,Marketing,,"Cost-Based Pricing, Pricing Strategies, Market-Based Pricing, Customer Value-based Pricing, Strategic Management, Channel and Direct-to-Consumer Pricing, Price Discrimination, Price Elasticity Of Demand, Customer Willingness to Pay, Measuring Customer Preferences, Customer Psychology, Competitor Pricing Models, ",Coursera
Networking in Google Cloud Specialization,https://www.coursera.org/specializations/networking-google-cloud-platform,Information Technology,Networking,,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",Coursera
Academic English: Writing Specialization,https://www.coursera.org/specializations/academic-english,Social Sciences,Education,,"Punctuation, Essay Writing, Academic Writing, Writing, English Grammar, Grammar, Creative Writing, ",Coursera
Introduction to Cyber Security Specialization,https://www.coursera.org/specializations/intro-cyber-security,Computer Science,Computer Security and Networks,,"Cryptography, Cybersecurity, Risk Assessment, Cyber Defense, Cyber Attacks, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Public-Key Cryptography, ",Coursera
Business Data Management and Communication Specialization,https://www.coursera.org/specializations/business-data-management-communication,Data Science,Data Analysis,,"Asset Management, Business Analytics, Financial Accounting, Data Analysis, Rstudio, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Analytics, Health Care, ",Coursera
Intellectual Property Law Specialization,https://www.coursera.org/specializations/introduction-intellectual-property,Business,Business Strategy,,"Brand Management, Strategic Thinking, Planning, Intellectual Property, Business Strategy, Asset Management, Value Proposition, Copyright, Copyright Protection, Fair Use, Marketing, Strategic Planning, ",Coursera
The Singer Songwriter Specialization,https://www.coursera.org/specializations/singer-songwriter,Arts and Humanities,Music and Art,,"Music production, Ableton, Singing, Songwriting, Guitar, Tablature, Music notation, Guitar scales, Guitar chords, Popular Music, Breathing Techniques, Belting, ",Coursera
AI for Medicine Specialization,https://www.coursera.org/specializations/ai-for-medicine,Data Science,Machine Learning,,"model interpretation, Image Segmentation, natural language extraction, Machine Learning, time-to-event modeling, Deep Learning, model evaluation, Multi-class classification, Random Forest, model tuning, treatment effect estimation, machine learning interpretation, ",Coursera
Mergers and Acquisitions  Specialization,https://www.coursera.org/specializations/mergersandacquisitions,Business,Finance,,"Financial Accounting, Financial Modeling, Mergers And Acquisitions (M&A), Corporate Investments, Accounting, Taxes, Financial Statement, Corporate Accouting, ",Coursera
Dynamic Public Speaking Specialization,https://www.coursera.org/specializations/public-speaking,Personal Development,Personal Development,,"Communication, Presentation, Speech, Public Speaking, Confidence, ",Coursera
Supply Chain Analytics Specialization,https://www.coursera.org/specializations/supply-chain-analytics,Business,Business Essentials,,"Data Analysis, Supply Chain, Business Intelligence, Demand and Supply Planning, job intelligence, Management Consulting, Benchmarking, Competitive Analysis, Model Selection Validation Improvement, Regression Analysis, Demand Planning and Forecasting, Data Visualization (DataViz), ",Coursera
Six Sigma Black Belt Specialization,https://www.coursera.org/specializations/six-sigma-black-belt,Business,Leadership and Management,,"Statistics, Math, ",Coursera
Strategic Leadership and Management Specialization,https://www.coursera.org/specializations/strategic-leadership,Business,Leadership and Management,,"Strategic Management, Negotiation, Leadership, Business Strategy, self-awareness, Ethical decision-making, Defining Leadership, Trust in relationships, Leadership Development, Develop team culture, Navigate growth and change in teams, Create space for DEIB, ",Coursera
Music Education for Teachers Specialization,https://www.coursera.org/specializations/music-education,Social Sciences,Education,,"Music, Music production, Improvisation, Songwriting, Music Education, classroom management, Curriculum Design, Teaching, Learning, Music Performance, Jazz, Jazz Improvisation, ",Coursera
Project Management Specialization,https://www.coursera.org/specializations/meem-project-management,Business,Leadership and Management,,"Engineering management, Agile Management, Risk Management, Stakeholder Communications, Project Management, Resource Management, Business Communication, Team Management, Project Planning, budget management, Servant Leadership, Strategic Management, ",Coursera
User Experience Research and Design Specialization,https://www.coursera.org/specializations/michiganux,Computer Science,Design and Product,,"User Research, Affinity Diagram, human computer interaction, User Experience (UX), User Experience Design (UXD), Adobe Photoshop, ",Coursera
Good with Words: Writing and Editing Specialization,https://www.coursera.org/specializations/good-with-words,Personal Development,Personal Development,,"Persuasion, Creativity, Writing, Time management, Editing, ",Coursera
Drug Development Product Management Specialization,https://www.coursera.org/specializations/drug-development-product-management,Health,Healthcare Management,,"Marketing, Drug Regulations, Drug Discovery, Clinical Trials, Pharmacology, Drug Development, Clinical Development, Pharmacokinetics, Clinical Research, Clinical Trial Design, ",Coursera
Excel Skills for Data Analytics and Visualization Specialization,https://www.coursera.org/specializations/excel-data-analytics-visualization,Business,Business Essentials,,"Data Analysis, Microsoft Excel, Data Visualization (DataViz), Data Cleansing, Big Data, power bi, ",Coursera
"Food Sustainability, Mindful Eating, and Healthy Cooking Specialization",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,Health,Nutrition,,"mindful eating, sensible shopping, sustainable eating, food mindfulness, Cooking, Devise a customized plan for optimizing your eating patterns., Rebuild your relationship with food by learning to genuinely love the foods that will support your health in the long term., Practice self-compassion with regard to your eating behaviors and food choices., Observe your own unique eating patterns and identify areas of improvement., Practice food mindfulness or mindful eating on a day-to-day basis., How to identify sustainably caught (or farmed) fish and seafood, How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods), ",Coursera
Web Design for Everybody: Basics of Web Development & Coding Specialization,https://www.coursera.org/specializations/web-design,Computer Science,Mobile and Web Development,,"Web Development, Cascading Style Sheets (CSS), Html5, JavaScript, Responsive Web Design, Web Design, Web Accessibility, HTML, Style Sheets, Document Object Model (DOM), Bootstrap (Front-End Framework), ",Coursera
